texto,categoria
peguei Uber Black,Transporte
presente pra formatura 5,Outros
compras de roupa,Vestuário
mensalidade Epic Games,Assinaturas
anuidade banda larga 69.25,Assinaturas
passeio,Lazer
"exame no laboratório 25,99",Saúde
laboratório,Saúde
PASSEIO R$250,Lazer
vestido,Vestuário
passeio 149.99,Lazer
"Internet r$69,90",Assinaturas
"reforma R$ 35,80",Casa
processo imprevisto 120,Outros
Assinei curso online,Educação
"Matrícula r$45,80",Educação
fui na exame de sangue,Saúde
Mensalidade kaspersky,Assinaturas
celular,Outros
PLANO AMAZON PRIME VIDEO 2500 REAIS,Assinaturas
presente pra formatura R$1500,Outros
"RECEITA MÉDICA R$100,70",Saúde
"comprei seguro da casa R$32,90",Casa
combustível,Transporte
EXAME NO LABORATÓRIO,Saúde
Boleto de eletrodoméstico 99.70,Casa
comprei pomada 110.90,Saúde
"gasolina R$ 40,75",Transporte
REFORMA,Casa
cafe da manha pra hoje,Alimentação
"ingresso pro festival r$ 120,00",Lazer
"seringa da semana R$ 27,80",Saúde
"MENSALIDADE ANTIBIÓTICO 89,80",Saúde
Calça jeans novo,Vestuário
boleto do energia elétrica,Casa
processo para formatura,Outros
"blusa de frio novo R$30,75",Vestuário
PAGUEI A ULTRASSOM,Saúde
caridade,Outros
almocei no supermercado,Alimentação
esparadrapo 17.70,Saúde
anuidade Amazon Prime,Assinaturas
MENSALIDADE PLANO DE CELULAR,Assinaturas
"boleto do cortina R$30,60",Casa
IPHONE PARA NATAL,Outros
"plano Netflix R$ 40,10",Assinaturas
"matrícula r$ 49,70",Educação
"material de construçao R$ 150,00",Casa
pedi água mineral no delivery,Alimentação
consulta com ótica 14.80,Saúde
"supermercado R$139,20",Alimentação
consulta com musculação R$ 250,Saúde
hamburgueria,Alimentação
iPhone do mês,Outros
Comprei joia,Vestuário
"gasolina 35,70",Transporte
BOLETO DO ENERGIA,Casa
"PEDI STARBUCKS NO DELIVERY 140,80",Alimentação
presente pra natal,Outros
Brinco nova,Vestuário
"BOLETO DO BOTIJÃO DE GÁS 25,50",Casa
conta do cachaça,Alimentação
"loja de roupa 39,80",Vestuário
ASSINATURA DO NETFLIX,Assinaturas
comprei gravata,Vestuário
Paguei dedetização,Casa
supermercado,Alimentação
"comprei lenço na Renner R$ 85,80",Vestuário
Infração,Outros
assinatura do Illustrator,Assinaturas
MENSALIDADE MICROSOFT 365,Assinaturas
assinei apostila,Educação
PROTEÍNA,Saúde
fui ao cachoeira 99.99,Lazer
celular do mes,Outros
lanche da tarde,Alimentação
Lanche da tarde,Alimentação
"mensalidade pronto-socorro r$ 12,25",Saúde
Paguei reparo,Outros
assinatura do iCloud R$ 5,Assinaturas
"aula de prova 59,75",Educação
"ingresso pro Spotify R$ 139,25",Lazer
academia mensal,Saúde
"workshop R$ 35,50",Educação
Cobrou netflix,Assinaturas
parque de diversões com amigos 15.10,Lazer
"paguei doutorado R$10,25",Educação
"Nike novo 5,00",Vestuário
almocei no restaurante,Alimentação
peguei pneu,Transporte
"Assinei alura r$14,90",Educação
Assinei jogos no steam,Lazer
estacionei,Transporte
paguei alemão,Educação
"remédio pet imprevisto R$ 99,90",Outros
"loção mensal r$ 85,99",Saúde
assinatura do iCloud,Assinaturas
combustível de volta,Transporte
Compras de roupa,Vestuário
"Comprei presente de natal 70,90",Outros
motofrete pra casa,Transporte
corrida de VLT R$ 3000,Transporte
habib's pra hoje,Alimentação
"receita médica R$ 75,60",Saúde
comprei certificação,Educação
entretenimento 800 reais,Lazer
"Renovação duolingo plus r$ 30,10",Assinaturas
"camiseta r$20,90",Vestuário
despesa com dízimo,Outros
"Hotel r$ 2500,00",Lazer
conserto,Casa
shorts 700 reais,Vestuário
estacionamento pro trabalho,Transporte
"MENSALIDADE DA PROVA R$ 47,80",Educação
manutenção para aniversário,Outros
GASOLINA,Transporte
boleto de Wi-Fi 60.30,Casa
padaria,Alimentação
multa para casamento,Outros
minimercado no praça de alimentação,Alimentação
"diversão R$139,30",Lazer
"combustível 120,25",Transporte
TV por assinatura mensal,Casa
fui ao Amazon Prime,Lazer
coturnos novo 30.10,Vestuário
comprei show de música,Lazer
MENSALIDADE DA HOSPITAL,Saúde
fui na yoga,Saúde
"hospital R$27,75",Saúde
churrasco,Alimentação
exame no laboratório,Saúde
"quadro do mes 39,99",Casa
paguei caderno,Educação
fui ao e-book,Lazer
revista,Lazer
reparo para aniversário 50,Outros
Esporte com amigos,Lazer
COMPREI ROUPA DE BANHO NA OUTLET,Vestuário
COMPREI SKY,Casa
jogos no Steam com a família,Lazer
compras da semana,Alimentação
gasto com honorário 45,Outros
paguei fone de ouvido,Outros
"boleto de cortina 40,00",Casa
"TROCA DE ÓLEO R$9,20",Transporte
Jantei fora 150.99,Alimentação
pedi smoothie no delivery,Alimentação
lanche da tarde,Alimentação
workshop,Educação
"feira do mês 45,30",Alimentação
fui na yoga,Saúde
manutenção da cortina 29.30,Casa
massa,Alimentação
workshop,Educação
comprei obra 300,Casa
paguei caderno,Educação
hospedagem 90,Lazer
"multa r$59,70",Outros
"mercado R$ 50,00",Alimentação
"renovei Deezer 39,30",Assinaturas
pão no supermercado,Alimentação
comprei pochete na shopping,Vestuário
"café da manhã R$120,50",Alimentação
"papelaria r$ 85,25",Outros
BANDA LARGA,Casa
matricula no curso,Educação
"Passagem aérea r$30,30",Transporte
PAGUEI A FARMÁCIA,Saúde
transferência,Outros
gasto com pet,Outros
PRESENTE DE NATAL,Outros
comprei veterinario,Outros
"compras de roupa 120,80",Vestuário
locadora pro trabalho,Transporte
ANUIDADE ADOBE CREATIVE CLOUD,Assinaturas
curso de reforço escolar,Educação
fui na fisioterapia,Saúde
conserto do pet shop,Outros
MATERIAL DE MBA 5,Educação
BRT pra casa,Transporte
Epic Games,Assinaturas
imposto predial,Casa
ZARA NA OUTLET R$ 25,Vestuário
"ingresso pro Airbnb R$ 49,80",Lazer
"FEIRA DO MÊS 99,20",Alimentação
comprei hambúrguer,Alimentação
comprei teatro,Lazer
"entretenimento r$ 1500,00",Lazer
passeio R$ 40,Lazer
Pulseira,Vestuário
viagem para interior,Lazer
Paguei papelaria,Outros
ingresso do Netflix,Lazer
jardinagem mensal,Casa
RECEITA MÉDICA 110.80,Saúde
reforma r$1000,Casa
Material de limpeza,Casa
CNA,Educação
comprei Xbox R$ 20,Lazer
psicologo da semana 20.80,Saúde
assinei festa,Lazer
aluguel da casa para a casa R$35,Casa
matrícula,Educação
Mensalidade deezer,Assinaturas
"renovei Headspace 99,50",Assinaturas
"parque 40,20",Lazer
DIVIDI CONTA DO MARMITA,Alimentação
Ingresso pro ingresso,Lazer
VIAGEM PARA LITORAL R$ 200,Lazer
mensalidade academia,Saúde
MENSALIDADE ESCOLAR,Educação
"Multa r$ 90,90",Outros
dividi conta do McDonald's,Alimentação
assinatura do Tidal R$1500,Assinaturas
"assinatura do antivírus R$120,20",Assinaturas
roupa de academia na shopping R$ 20,Vestuário
par de Nike R$70,Vestuário
assinei escola,Educação
"comprei marmita R$29,50",Alimentação
peça de roupa na loja 350,Vestuário
cobrou photoshop,Assinaturas
consulta com remédio 2500,Saúde
pedi frango no delivery,Alimentação
PEDÁGIO 75.20,Transporte
"esgoto do mes 35,99",Casa
comprei roupa 5.30,Vestuário
"carteira na outlet R$32,30",Vestuário
"Corrida 12,40",Transporte
Transferência para chá de bebê,Outros
Corrida,Transporte
"GASTO COM ADVOGADO 9,30",Outros
despesa com eletrônico,Outros
ROUPAS,Vestuário
Gasolina r$5,Transporte
comprei casaco,Vestuário
"despesa com caridade 15,00",Outros
conserto do dízimo r$5,Outros
"mensalidade plano de saúde R$139,80",Saúde
cappuccino no feira,Alimentação
Conserto do imposto de renda r$ 180,Outros
registro,Outros
"fui ao esporte r$ 85,50",Lazer
Despesa com câmera 20 reais,Outros
Matrícula no curso,Educação
despesa com celular R$180,Outros
material de construção 10.25,Casa
comprei pet,Outros
laboratório mensal r$40,Saúde
passeio 5.20,Lazer
Matrícula no curso 5 reais,Educação
RANCHO,Alimentação
comprei móvel,Casa
plano anual Office 365 R$300,Assinaturas
lingerie novo R$ 45,Vestuário
abasteci o carro 10.50,Transporte
saida 27.99,Lazer
"compras de roupa R$85,25",Vestuário
"mensalidade Udemy 25,40",Educação
"paguei multa de trânsito 90,00",Outros
nike na shopping,Vestuário
chapéu na Riachuelo 129.80,Vestuário
paguei botijão de gás,Casa
café da manhã,Alimentação
comprei celular,Outros
conserto do pet shop 100.20,Outros
"aula de faculdade particular R$15,30",Educação
jantei fora,Alimentação
Comprei móveis,Casa
mensalidade Oi,Assinaturas
"manteiga R$140,40",Alimentação
"entretenimento R$14,99",Lazer
Cobrou plano móvel 9.20,Assinaturas
INGRESSO DO AMAZON PRIME 70,Lazer
CARONA,Transporte
"CORRIDA 99,99",Transporte
"assinatura nintendo online 8,00",Assinaturas
abasteci o carro,Transporte
rancho,Alimentação
"plano Dropbox R$ 39,80",Assinaturas
estacionamento,Transporte
"assinatura plano de celular R$ 50,00",Assinaturas
fui na farmácia,Saúde
jaqueta,Vestuário
plano Amazon 75.99,Assinaturas
especializaçao,Educação
renovação disney plus 60.50,Assinaturas
comprei CFO,Educação
delivery no padaria 90.99,Alimentação
"Compras do mês 150,90",Alimentação
FUI NA REMÉDIO,Saúde
conserto do ração 300,Outros
exame no laboratório 100 reais,Saúde
receita medica,Saúde
peguei valet,Transporte
"mensalidade quiropraxia 49,70",Saúde
"conserto do saque 42,40",Outros
"ABASTECI O CARRO R$ 100,10",Transporte
"passagem de azul 100,00",Transporte
COMPREI SUBWAY,Alimentação
"conta do Habib's 90,99",Alimentação
"Jogos no steam com a família r$ 8,70",Lazer
par de blusa R$600,Vestuário
"paguei a proteina R$5,70",Saúde
"consulta com exame de sangue R$ 45,75",Saúde
Entretenimento,Lazer
certificação,Educação
Câmera,Outros
conserto R$ 180,Casa
"workshop R$ 35,70",Educação
"Mochila na loja r$150,25",Vestuário
açougue pra hoje,Alimentação
comprei dedetização,Casa
comprei registro,Outros
"NOTEBOOK IMPREVISTO R$5,60",Outros
"boleto do ferramentas R$85,10",Casa
comprei CRC,Educação
Renovei dropbox,Assinaturas
"Nike nova R$ 42,25",Vestuário
PAGUEI REGISTRO,Outros
"comprei upa r$29,80",Saúde
"comprei bermuda 180,00",Vestuário
ASSINEI SERRA,Lazer
academia da semana,Saúde
jaqueta,Vestuário
notebook,Outros
"curso de curso online r$ 17,40",Educação
"manutenção 55,10",Casa
renovaçao Dropbox,Assinaturas
"material de construção 150,00",Casa
renovação Notion 12,Assinaturas
Alura,Educação
COMBUSTÍVEL,Transporte
cobrou Xbox Game Pass R$ 350,Assinaturas
comprei serviço,Outros
"conta de agua para a casa R$ 50,10",Casa
comprei saia,Vestuário
"GASOLINA 139,90",Transporte
par de riachuelo 139.10,Vestuário
diversão,Lazer
conta de empregada 40.40,Casa
supermercado,Alimentação
"quiropraxia 40,00",Saúde
"calça novo 500,00",Vestuário
cobrou Microsoft 365,Assinaturas
compras de roupa,Vestuário
medicamento,Saúde
"Brinco nova 19,10",Vestuário
assinatura do iCloud,Assinaturas
Abasteci 140.75,Transporte
assinei frances,Educação
AULA DE CRC,Educação
CHAPÉU NA ZARA,Vestuário
"CONSERTO DO IPHONE 32,75",Outros
"comprei taxa de condomínio 70,00",Casa
Comprei extração,Saúde
FIM DE SEMANA 18,Lazer
veterinário,Outros
ressonância R$ 600,Saúde
filme,Lazer
curso de cursinho pré-vestibular R$ 8,Educação
"renovaçao plano de internet 130,75",Assinaturas
abasteci o carro,Transporte
Entretenimento r$5,Lazer
paguei a suplemento,Saúde
"saída R$ 24,20",Lazer
presente de natal,Outros
Comprei apostila,Educação
boleto do TV por assinatura,Casa
entretenimento,Lazer
móvel do mês,Casa
YOGA,Saúde
filme,Lazer
Comprei faculdade particular,Educação
"Fui na creatina r$ 20,80",Saúde
mensalidade da tutoria 90.40,Educação
"Carteira nova r$ 39,25",Vestuário
restaurante R$15,Alimentação
remédio da análises clínicas,Saúde
Zara,Vestuário
SEGURO DA CASA DO MÊS 95.25,Casa
assinei universidade 89.80,Educação
Almocei no mercado,Alimentação
"ASSINEI PARQUE DE DIVERSÕES R$ 39,25",Lazer
troca de óleo pro trabalho,Transporte
cobrou google drive r$ 15,Assinaturas
transferencia para formatura,Outros
escape room,Lazer
mensalidade da band-aid,Saúde
"luz do mês 90,50",Casa
"consulta com terapia 65,80",Saúde
desentupimento,Casa
paguei conta de água,Casa
"chapéu na loja 149,80",Vestuário
PEGUEI BLABLACAR,Transporte
gasto com iphone 110.25,Outros
pedi snack no delivery,Alimentação
renovação Office 365,Assinaturas
paguei IPVA,Outros
ALMOÇO PRA HOJE,Alimentação
"entretenimento 200,00",Lazer
"mensalidade loçao 55,75",Saúde
papelaria,Outros
mensalidade escolar,Educação
grin,Transporte
assinei certificado,Educação
boleto de aluguel do apartamento 32.90,Casa
"presente de aniversario para casamento R$60,75",Outros
dividi conta do achocolatado,Alimentação
roupas,Vestuário
Subway pra hoje,Alimentação
passagem de valet,Transporte
conserto,Outros
paguei concurso público,Educação
processo imprevisto 3000,Outros
Material de borracha,Educação
PATINETE PRO TRABALHO,Transporte
PLANO ANUAL TELECINE,Assinaturas
corrida R$900,Transporte
dentista,Saúde
"anuidade Norton R$ 69,30",Assinaturas
boleto de taxa de condomínio,Casa
boliche com a família R$ 1500,Lazer
par de meia,Vestuário
"Comprei saque r$150,30",Outros
"mensalidade esparadrapo 42,10",Saúde
mensalidade Notion,Assinaturas
Peguei latam,Transporte
"feira do mês 17,90",Alimentação
"corrida r$ 150,30",Transporte
despesa com dízimo 70,Outros
Anuidade vivo,Assinaturas
comprei móvel 900 reais,Casa
carona de volta,Transporte
"fui na whey R$100,60",Saúde
matrícula 50.70,Educação
"CINEMA COM A FAMÍLIA R$ 2000,00",Lazer
renovação tim,Assinaturas
"assinatura YouTube Music R$ 8,20",Assinaturas
troca de oleo,Transporte
"coturnos novo 350,00",Vestuário
assinei festa,Lazer
"fogão do mês r$50,50",Casa
par de mochila 55.10,Vestuário
"compras de roupa R$ 47,50",Vestuário
"PAR DE H&M R$ 79,70",Vestuário
Diversão,Lazer
comprei maquina de lavar,Casa
revisão do carro,Transporte
renovação onedrive,Assinaturas
conta do peixe,Alimentação
matrícula,Educação
"manutençao da internet 180,00",Casa
cobrou youtube premium 95.10,Assinaturas
paguei notário,Outros
CÂMERA IMPREVISTO,Outros
paintball,Lazer
"PAGUEI TV POR ASSINATURA R$ 110,75",Casa
"REFORMA 8,90",Casa
assinatura do Kaspersky,Assinaturas
"compras do mês R$ 75,80",Alimentação
estacionei 39.50,Transporte
plano mensal Kaspersky,Assinaturas
"abasteci R$ 49,40",Transporte
FUI NA EXAME,Saúde
Rancho 35,Alimentação
conta do ceia,Alimentação
"conserto 90,50",Casa
matricula no curso,Educação
blusa de frio,Vestuário
paguei pós-graduação,Educação
convênio,Saúde
feira do mês,Alimentação
relogio nova,Vestuário
conserto do veterinário,Outros
ASSINEI BALADA,Lazer
"comprei PlayStation R$10,75",Lazer
PULSEIRA NOVO R$ 12,Vestuário
PLANTAS,Casa
comprei advogado,Outros
faculdade particular R$ 900,Educação
Passagem de viação,Transporte
Comprei eletrodoméstico,Casa
"hospedagem 130,60",Lazer
viagem para interior,Lazer
renovaçao ExpressVPN,Assinaturas
"ESTACIONAMENTO R$ 42,25",Transporte
hotel,Lazer
bicicleta de volta,Transporte
paguei Sky,Casa
"boleto de plantas R$ 69,80",Casa
COMPREI ÓTICA 22.30,Saúde
paguei material de escritório,Outros
"diversão R$ 99,10",Lazer
paguei OAB,Educação
paguei a band-aid,Saúde
mensalidade da colégio,Educação
renovei Disney+ 24.60,Assinaturas
Starbucks no shopping,Alimentação
renovação Disney Plus,Assinaturas
"PRESENTE PRA FORMATURA R$ 140,70",Outros
esparadrapo mensal,Saúde
"papel higiênico do mês r$ 110,10",Casa
PLANO ANUAL INTERNET,Assinaturas
Apple Music,Assinaturas
uniforme,Vestuário
lanche da tarde 700 reais,Alimentação
compras do mês 8 reais,Alimentação
compras do mês 1000 reais,Alimentação
"DESPESA COM CELULAR R$ 20,10",Outros
"comprei eletrônico r$ 250,00",Outros
plano mensal plano de celular,Assinaturas
peça de roupa na riachuelo,Vestuário
"passeio R$17,90",Lazer
mensalidade clinica 90,Saúde
"conserto R$119,99",Casa
Mercado,Alimentação
"Caiaque com amigos 60,75",Lazer
diesel de volta R$ 1000,Transporte
renovação Oi 79.25,Assinaturas
plano mensal Globoplay 15 reais,Assinaturas
creme,Saúde
MENSALIDADE HBO MAX,Assinaturas
casaco novo,Vestuário
"consulta mensal R$ 129,40",Saúde
plano mensal Globoplay 1500,Assinaturas
fui ao câmera,Lazer
peguei avião,Transporte
paguei taxa bancária,Outros
sapato na Renner,Vestuário
comprei Habib's R$ 30,Alimentação
fui ao livro,Lazer
comprei pilates 15,Saúde
comprei meia,Vestuário
"combustível R$50,70",Transporte
"revisão do carro da semana 119,90",Transporte
comprei serra,Lazer
paguei faxineira 19.30,Casa
café da manhã 47.80,Alimentação
"COMPREI CACHOEIRA R$ 99,50",Lazer
Tarifa,Outros
aluguel de carro,Transporte
gasto com ração 140.99,Outros
PARAFUSO DO MÊS 119.50,Casa
abastecimento de volta 39.40,Transporte
comprei brigadeiro,Alimentação
ROUPAS NOVA,Vestuário
show de música,Lazer
pedi hamburgueria no delivery,Alimentação
"hospedagem 45,50",Lazer
SUCO NO PADARIA,Alimentação
Ônibus pra casa,Transporte
"fui na band-aid 8,10",Saúde
multa imprevisto,Outros
paguei a seringa,Saúde
"café da manhã R$ 150,40",Alimentação
"troca de óleo R$139,75",Transporte
"iptu do mês 8,00",Casa
remédio da psicólogo R$200,Saúde
fui na ultrassom,Saúde
supermercado,Alimentação
"saia nova R$79,20",Vestuário
"receita medica R$ 60,30",Saúde
"presente pra formatura 45,00",Outros
assinei OAB,Educação
"PEGUEI UBER POOL R$ 22,90",Transporte
"cinto nova 22,25",Vestuário
Serviço,Outros
paguei veterinário,Outros
"Plano mensal hbo max 85,75",Assinaturas
"band-aid da semana R$ 100,00",Saúde
"lanche da tarde R$39,10",Alimentação
"comprei sutia R$ 25,75",Vestuário
viagem para outro estado,Lazer
"corrida de passagem aérea 70,00",Transporte
paguei a mensalidade plano,Saúde
banda larga,Assinaturas
Yellow,Transporte
"comprei transferência R$29,10",Outros
"plano anual plano de celular R$24,75",Assinaturas
steam com amigos,Lazer
MASSA NO PADARIA,Alimentação
MEDICAMENTO,Saúde
comprei C&A,Vestuário
"UPA mensal 22,25",Saúde
compras de roupa,Vestuário
"rancho R$ 120,00",Alimentação
Comprei peça de roupa,Vestuário
comprei carregador,Outros
PAGUEI A PROTEÍNA,Saúde
mensalidade da escola 120.80,Educação
paguei livro didático,Educação
cobrou VPN R$ 70,Assinaturas
saída,Lazer
Mercado r$250,Alimentação
anuidade Figma,Assinaturas
aula de workshop 70.90,Educação
mercado,Alimentação
paguei saque,Outros
"hotel r$37,10",Lazer
CONSULTA COM ULTRASSOM R$8,Saúde
mensalidade esparadrapo,Saúde
"COBROU DISNEY PLUS R$ 17,10",Assinaturas
paguei cama,Casa
comprei renner na outlet 12 reais,Vestuário
"COMPREI EVENTO R$69,90",Lazer
PAGUEI PROFESSOR PARTICULAR,Educação
"quiropraxia mensal 60,20",Saúde
"aviao pra casa R$ 9,75",Transporte
"COMPRAS DE ROUPA 100,10",Vestuário
Nike nova 150 reais,Vestuário
"DELIVERY CAPPUCCINO R$ 12,00",Alimentação
comprei saia,Vestuário
"renovei Duolingo Plus 5,25",Assinaturas
"LATAM pra casa R$119,20",Transporte
assinatura do Dropbox,Assinaturas
pedi burger king no delivery,Alimentação
café da manhã 130.40,Alimentação
mensalidade da esparadrapo,Saúde
par de sandália,Vestuário
"gasolina R$ 90,80",Transporte
Paguei coursera,Educação
"presente pra aniversário r$17,75",Outros
